Unnamed: 0,SOZLESME_KODU,UZUNKOD,Underlying,Type,Strike,Expiry,Conversion,Future,MM,TARIH,varant_kapanis_fiyati,vadeli_kapanis_fiyati,varant_teminat,viop_teminat
510,BIAUA.V,BIMASP2908240510.00AKM0000.01NA ,BIMAS,P,510.0,2024-08-29,0.01,F_BIMAS0824,AKM,2024-07-26,0.0,620.14,0.0,99.84
511,BIAUB.V,BIMASP3009240420.00AKM0000.01NA ,BIMAS,P,420.0,2024-09-30,0.01,F_BIMAS0924,AKM,2024-07-26,0.0,634.0,0.0,102.07
512,BIAUC.V,BIMASP3009240480.00AKM0000.01NA ,BIMAS,P,480.0,2024-09-30,0.01,F_BIMAS0924,AKM,2024-07-26,0.0,634.0,0.0,102.07
513,BIAUD.V,BIMASP3009240520.00AKM0000.01NA ,BIMAS,P,520.0,2024-09-30,0.01,F_BIMAS0924,AKM,2024-07-26,0.13,634.0,13.0,102.07
514,BIAUE.V,BIMASP3009240550.00AKM0000.01NA ,BIMAS,P,550.0,2024-09-30,0.01,F_BIMAS0924,AKM,2024-07-26,0.2,634.0,20.0,102.07
515,BIAUF.V,BIMASP3009240580.00AKM0000.01NA ,BIMAS,P,580.0,2024-09-30,0.01,F_BIMAS0924,AKM,2024-07-26,0.27,634.0,27.0,102.07
516,BIBCR.V,BIMASC3107240375.00BNP0000.03NA ,BIMAS,C,375.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
517,BIBCS.V,BIMASC3107240400.00BNP0000.03NA ,BIMAS,C,400.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
518,BIBCT.V,BIMASC3107240425.00BNP0000.03NA ,BIMAS,C,425.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
519,BIBCU.V,BIMASC3107240450.00BNP0000.03NA ,BIMAS,C,450.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
520,BIBCV.V,BIMASC3107240475.00BNP0000.03NA ,BIMAS,C,475.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
521,BIBCW.V,BIMASC3107240500.00BNP0000.03NA ,BIMAS,C,500.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
522,BIBCX.V,BIMASC3107240525.00BNP0000.03NA ,BIMAS,C,525.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
523,BIBCY.V,BIMASC3107240550.00BNP0000.03NA ,BIMAS,C,550.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,1.86,613.32,62.0,98.74
524,BIBCZ.V,BIMASC3107240575.00BNP0000.03NA ,BIMAS,C,575.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
525,BIBDA.V,BIMASC3107240600.00BNP0000.03NA ,BIMAS,C,600.0,2024-07-31,0.03,F_BIMAS0724,BNP,2024-07-26,0.0,613.32,0.0,98.74
526,BIBDB.V,BIMASC2908240375.00BNP0000.03NA ,BIMAS,C,375.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
527,BIBDC.V,BIMASC2908240400.00BNP0000.03NA ,BIMAS,C,400.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
528,BIBDD.V,BIMASC2908240425.00BNP0000.03NA ,BIMAS,C,425.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
529,BIBDE.V,BIMASC2908240450.00BNP0000.03NA ,BIMAS,C,450.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
530,BIBDF.V,BIMASC2908240475.00BNP0000.03NA ,BIMAS,C,475.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
531,BIBDG.V,BIMASC2908240500.00BNP0000.03NA ,BIMAS,C,500.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
532,BIBDH.V,BIMASC2908240525.00BNP0000.03NA ,BIMAS,C,525.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,2.96,620.14,98.67,99.84
533,BIBDI.V,BIMASC2908240550.00BNP0000.03NA ,BIMAS,C,550.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,2.39,620.14,79.67,99.84
534,BIBDJ.V,BIMASC2908240575.00BNP0000.03NA ,BIMAS,C,575.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
535,BIBDK.V,BIMASC2908240600.00BNP0000.03NA ,BIMAS,C,600.0,2024-08-29,0.03,F_BIMAS0824,BNP,2024-07-26,0.0,620.14,0.0,99.84
536,BIBDL.V,BIMASC3009240560.00BNP0000.03NA ,BIMAS,C,560.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
537,BIBDM.V,BIMASC3009240570.00BNP0000.03NA ,BIMAS,C,570.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
538,BIBDN.V,BIMASC3009240620.00BNP0000.03NA ,BIMAS,C,620.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
539,BIBDO.V,BIMASC3009240630.00BNP0000.03NA ,BIMAS,C,630.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
540,BIBDP.V,BIMASC3009240680.00BNP0000.03NA ,BIMAS,C,680.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
541,BIBDQ.V,BIMASC3009240690.00BNP0000.03NA ,BIMAS,C,690.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
542,BIBDR.V,BIMASC3009240760.00BNP0000.03NA ,BIMAS,C,760.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
543,BIBDS.V,BIMASC3009240800.00BNP0000.03NA ,BIMAS,C,800.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
544,BIBDT.V,BIMASC3009240850.00BNP0000.03NA ,BIMAS,C,850.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
545,BIBDU.V,BIMASC3009240970.00BNP0000.03NA ,BIMAS,C,970.0,2024-09-30,0.03,F_BIMAS0924,BNP,2024-07-26,0.0,634.0,0.0,102.07
546,BIIMH.V,BIMASC3107240400.00IYM0000.03NA ,BIMAS,C,400.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.0,613.32,0.0,98.74
547,BIIMI.V,BIMASC3107240450.00IYM0000.03NA ,BIMAS,C,450.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.0,613.32,0.0,98.74
548,BIIMJ.V,BIMASC3107240500.00IYM0000.03NA ,BIMAS,C,500.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.0,613.32,0.0,98.74
549,BIIMK.V,BIMASC3107240600.00IYM0000.03NA ,BIMAS,C,600.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.31,613.32,10.33,98.74
550,BIIML.V,BIMASC3107240700.00IYM0000.03NA ,BIMAS,C,700.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.03,613.32,1.0,98.74
551,BIIMM.V,BIMASC1609240550.00IYM0000.03NA ,BIMAS,C,550.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,3.27,634.0,109.0,102.07
552,BIIMN.V,BIMASC1609240600.00IYM0000.03NA ,BIMAS,C,600.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.0,634.0,0.0,102.07
553,BIIMO.V,BIMASC1609240650.00IYM0000.03NA ,BIMAS,C,650.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,1.39,634.0,46.33,102.07
554,BIINA.V,BIMASC1609240750.00IYM0000.03NA ,BIMAS,C,750.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.7,634.0,23.33,102.07
555,BIINB.V,BIMASC1609240950.00IYM0000.03NA ,BIMAS,C,950.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.25,634.0,8.33,102.07
556,BIINC.V,BIMASC3009240570.00IYM0000.03NA ,BIMAS,C,570.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,3.14,634.0,104.67,102.07
557,BIIND.V,BIMASC3009240630.00IYM0000.03NA ,BIMAS,C,630.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,2.06,634.0,68.67,102.07
558,BIINE.V,BIMASC3009240680.00IYM0000.03NA ,BIMAS,C,680.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,1.33,634.0,44.33,102.07
559,BIINF.V,BIMASC3009240800.00IYM0000.03NA ,BIMAS,C,800.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,0.67,634.0,22.33,102.07
560,BIING.V,BIMASC3009240970.00IYM0000.03NA ,BIMAS,C,970.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,0.35,634.0,11.67,102.07
561,BIIQD.V,BIMASP3107240460.00IYM0000.03NA ,BIMAS,P,460.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.01,613.32,0.33,98.74
562,BIIQE.V,BIMASP3107240410.00IYM0000.03NA ,BIMAS,P,410.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.01,613.32,0.33,98.74
563,BIIQF.V,BIMASP3107240370.00IYM0000.03NA ,BIMAS,P,370.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.0,613.32,0.0,98.74
564,BIIQG.V,BIMASP3107240330.00IYM0000.03NA ,BIMAS,P,330.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.0,613.32,0.0,98.74
565,BIIQH.V,BIMASP3107240300.00IYM0000.03NA ,BIMAS,P,300.0,2024-07-31,0.03,F_BIMAS0724,IYM,2024-07-26,0.0,613.32,0.0,98.74
566,BIIQI.V,BIMASP1609240600.00IYM0000.03NA ,BIMAS,P,600.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,1.35,634.0,45.0,102.07
567,BIIQJ.V,BIMASP1609240550.00IYM0000.03NA ,BIMAS,P,550.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.71,634.0,23.67,102.07
568,BIIQK.V,BIMASP1609240500.00IYM0000.03NA ,BIMAS,P,500.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.34,634.0,11.33,102.07
569,BIIQL.V,BIMASP1609240450.00IYM0000.03NA ,BIMAS,P,450.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.18,634.0,6.0,102.07
570,BIIQM.V,BIMASP1609240400.00IYM0000.03NA ,BIMAS,P,400.0,2024-09-16,0.03,F_BIMAS0924,IYM,2024-07-26,0.1,634.0,3.33,102.07
571,BIIQN.V,BIMASP3009240630.00IYM0000.03NA ,BIMAS,P,630.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,1.75,634.0,58.33,102.07
572,BIIQO.V,BIMASP3009240570.00IYM0000.03NA ,BIMAS,P,570.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,0.91,634.0,30.33,102.07
573,BIIQP.V,BIMASP3009240510.00IYM0000.03NA ,BIMAS,P,510.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,0.48,634.0,16.0,102.07
574,BIIQR.V,BIMASP3009240460.00IYM0000.03NA ,BIMAS,P,460.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,0.0,634.0,0.0,102.07
575,BIIQS.V,BIMASP3009240410.00IYM0000.03NA ,BIMAS,P,410.0,2024-09-30,0.03,F_BIMAS0924,IYM,2024-07-26,0.0,634.0,0.0,102.07
576,BISFA.V,BIMASC3107240548.00GSI0000.02NA ,BIMAS,C,548.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,1.14,613.32,57.0,98.74
577,BISFB.V,BIMASC3107240560.00GSI0000.02NA ,BIMAS,C,560.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
578,BISFC.V,BIMASC3107240607.00GSI0000.02NA ,BIMAS,C,607.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
579,BISFD.V,BIMASC3107240630.00GSI0000.02NA ,BIMAS,C,630.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
580,BISFE.V,BIMASC3107240653.00GSI0000.02NA ,BIMAS,C,653.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.02,613.32,1.0,98.74
581,BISFF.V,BIMASC3107240467.00GSI0000.02NA ,BIMAS,C,467.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
582,BISFG.V,BIMASC3107240490.00GSI0000.02NA ,BIMAS,C,490.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
583,BISFH.V,BIMASC2908240669.00GSI0000.02NA ,BIMAS,C,669.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
584,BISFI.V,BIMASC2908240683.00GSI0000.02NA ,BIMAS,C,683.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
585,BISFJ.V,BIMASC2908240740.00GSI0000.02NA ,BIMAS,C,740.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.18,620.14,9.0,99.84
586,BISFK.V,BIMASC2908240769.00GSI0000.02NA ,BIMAS,C,769.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
587,BISFL.V,BIMASC2908240797.00GSI0000.02NA ,BIMAS,C,797.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
588,BISFM.V,BIMASC2908240570.00GSI0000.02NA ,BIMAS,C,570.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
589,BISFN.V,BIMASC2908240598.00GSI0000.02NA ,BIMAS,C,598.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
590,BISFO.V,BIMASC3009240680.00GSI0000.01NA ,BIMAS,C,680.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
591,BISFP.V,BIMASC3009240694.00GSI0000.01NA ,BIMAS,C,694.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
592,BISFQ.V,BIMASC3009240752.00GSI0000.01NA ,BIMAS,C,752.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
593,BISFR.V,BIMASC3009240781.00GSI0000.01NA ,BIMAS,C,781.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
594,BISFS.V,BIMASC3009240810.00GSI0000.01NA ,BIMAS,C,810.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
595,BISFT.V,BIMASC3009240578.00GSI0000.01NA ,BIMAS,C,578.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
596,BISFU.V,BIMASC3009240607.00GSI0000.01NA ,BIMAS,C,607.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
597,BISRD.V,BIMASP3107240420.00GSI0000.02NA ,BIMAS,P,420.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
598,BISRE.V,BIMASP3107240467.00GSI0000.02NA ,BIMAS,P,467.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
599,BISRF.V,BIMASP3107240455.00GSI0000.02NA ,BIMAS,P,455.0,2024-07-31,0.02,F_BIMAS0724,GSI,2024-07-26,0.0,613.32,0.0,98.74
600,BISRG.V,BIMASP2908240513.00GSI0000.02NA ,BIMAS,P,513.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
601,BISRH.V,BIMASP2908240570.00GSI0000.02NA ,BIMAS,P,570.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.31,620.14,15.5,99.84
602,BISRI.V,BIMASP2908240555.00GSI0000.02NA ,BIMAS,P,555.0,2024-08-29,0.02,F_BIMAS0824,GSI,2024-07-26,0.0,620.14,0.0,99.84
603,BISRJ.V,BIMASP3009240521.00GSI0000.01NA ,BIMAS,P,521.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
604,BISRK.V,BIMASP3009240578.00GSI0000.01NA ,BIMAS,P,578.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.0,634.0,0.0,102.07
605,BISRL.V,BIMASP3009240564.00GSI0000.01NA ,BIMAS,P,564.0,2024-09-30,0.01,F_BIMAS0924,GSI,2024-07-26,0.26,634.0,26.0,102.07
606,BR1AA.V,BRSANC3107240950.00IYF0000.01NA ,BRSAN,C,950.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
607,BR1AB.V,BRSANC3107240830.00IYF0000.01NA ,BRSAN,C,830.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
608,BR1AC.V,BRSANC3107240770.00IYF0000.01NA ,BRSAN,C,770.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.03,443.43,3.0,70.06
609,BR1AD.V,BRSANC3107240680.00IYF0000.01NA ,BRSAN,C,680.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
610,BR1AE.V,BRSANC3107240610.00IYF0000.01NA ,BRSAN,C,610.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
611,BR1AF.V,BRSANC2908240790.00IYF0000.01NA ,BRSAN,C,790.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.0,452.99,0.0,71.57
612,BR1AG.V,BRSANC2908240690.00IYF0000.01NA ,BRSAN,C,690.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.03,452.99,3.0,71.57
613,BR1AH.V,BRSANC2908240630.00IYF0000.01NA ,BRSAN,C,630.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.06,452.99,6.0,71.57
614,BR1AI.V,BRSANC2908240560.00IYF0000.01NA ,BRSAN,C,560.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.08,452.99,8.0,71.57
615,BR1AJ.V,BRSANC2908240490.00IYF0000.01NA ,BRSAN,C,490.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.2,452.99,20.0,71.57
616,BR1AK.V,BRSANC3009240690.00IYF0000.01NA ,BRSAN,C,690.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.07,479.77,7.0,75.8
617,BR1AL.V,BRSANC3009240600.00IYF0000.01NA ,BRSAN,C,600.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.18,479.77,18.0,75.8
618,BR1AM.V,BRSANC3009240550.00IYF0000.01NA ,BRSAN,C,550.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.27,479.77,27.0,75.8
619,BR1AN.V,BRSANC3009240480.00IYF0000.01NA ,BRSAN,C,480.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.47,479.77,47.0,75.8
620,BR1AO.V,BRSANC3009240430.00IYF0000.01NA ,BRSAN,C,430.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.69,479.77,69.0,75.8
621,BR1PA.V,BRSANP3107240770.00IYF0000.01NA ,BRSAN,P,770.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
622,BR1PB.V,BRSANP3107240700.00IYF0000.01NA ,BRSAN,P,700.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
623,BR1PC.V,BRSANP3107240610.00IYF0000.01NA ,BRSAN,P,610.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
624,BR1PD.V,BRSANP3107240550.00IYF0000.01NA ,BRSAN,P,550.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
625,BR1PE.V,BRSANP3107240490.00IYF0000.01NA ,BRSAN,P,490.0,2024-07-31,0.01,F_BRSAN0724,IYF,2024-07-26,0.0,443.43,0.0,70.06
626,BR1PF.V,BRSANP2908240540.00IYF0000.01NA ,BRSAN,P,540.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.92,452.99,92.0,71.57
627,BR1PG.V,BRSANP2908240470.00IYF0000.01NA ,BRSAN,P,470.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.42,452.99,42.0,71.57
628,BR1PH.V,BRSANP2908240420.00IYF0000.01NA ,BRSAN,P,420.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.0,452.99,0.0,71.57
629,BR1PI.V,BRSANP2908240370.00IYF0000.01NA ,BRSAN,P,370.0,2024-08-29,0.01,F_BRSAN0824,IYF,2024-07-26,0.06,452.99,6.0,71.57
630,BR1PJ.V,BRSANP3009240470.00IYF0000.01NA ,BRSAN,P,470.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.46,479.77,46.0,75.8
631,BR1PK.V,BRSANP3009240410.00IYF0000.01NA ,BRSAN,P,410.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.0,479.77,0.0,75.8
632,BR1PL.V,BRSANP3009240360.00IYF0000.01NA ,BRSAN,P,360.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.0,479.77,0.0,75.8
633,BR1PM.V,BRSANP3009240320.00IYF0000.01NA ,BRSAN,P,320.0,2024-09-30,0.01,F_BRSAN0924,IYF,2024-07-26,0.0,479.77,0.0,75.8
634,EDAHB.V,EREGLC3107240065.00AKM00000.1NA ,EREGL,C,65.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.01,56.44,0.1,7.96
635,EDAHC.V,EREGLC3107240060.00AKM00000.1NA ,EREGL,C,60.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
636,EDAHD.V,EREGLC3107240056.00AKM00000.1NA ,EREGL,C,56.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.08,56.44,0.8,7.96
637,EDAHE.V,EREGLC3107240052.00AKM00000.1NA ,EREGL,C,52.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.36,56.44,3.6,7.96
638,EDAHF.V,EREGLC3107240048.00AKM00000.1NA ,EREGL,C,48.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
639,EDAHG.V,EREGLC2908240065.00AKM00000.1NA ,EREGL,C,65.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.12,58.79,1.2,8.29
640,EDAHH.V,EREGLC2908240060.00AKM00000.1NA ,EREGL,C,60.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.24,58.79,2.4,8.29
641,EDAHI.V,EREGLC2908240055.00AKM00000.1NA ,EREGL,C,55.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.45,58.79,4.5,8.29
642,EDAHJ.V,EREGLC2908240051.00AKM00000.1NA ,EREGL,C,51.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.79,58.79,7.9,8.29
643,EDAHK.V,EREGLC2908240047.00AKM00000.1NA ,EREGL,C,47.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,1.1,58.79,11.0,8.29
644,EDAHL.V,EREGLC3009240084.00AKM00000.1NA ,EREGL,C,84.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.11,61.08,1.1,8.61
645,EDAHM.V,EREGLC3009240074.00AKM00000.1NA ,EREGL,C,74.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.15,61.08,1.5,8.61
646,EDAHN.V,EREGLC3009240067.00AKM00000.1NA ,EREGL,C,67.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.26,61.08,2.6,8.61
647,EDAHO.V,EREGLC3009240061.00AKM00000.1NA ,EREGL,C,61.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.45,61.08,4.5,8.61
648,EDAHP.V,EREGLC3009240055.00AKM00000.1NA ,EREGL,C,55.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.8,61.08,8.0,8.61
649,EDAWC.V,EREGLP3107240033.00AKM00000.1NA ,EREGL,P,33.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
650,EDAWD.V,EREGLP3107240037.00AKM00000.1NA ,EREGL,P,37.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
651,EDAWE.V,EREGLP3107240042.00AKM00000.1NA ,EREGL,P,42.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
652,EDAWF.V,EREGLP3107240046.00AKM00000.1NA ,EREGL,P,46.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
653,EDAWG.V,EREGLP3107240050.00AKM00000.1NA ,EREGL,P,50.0,2024-07-31,0.1,F_EREGL0724,AKM,2024-07-26,0.0,56.44,0.0,7.96
654,EDAWH.V,EREGLP2908240035.00AKM00000.1NA ,EREGL,P,35.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.05,58.79,0.5,8.29
655,EDAWI.V,EREGLP2908240040.00AKM00000.1NA ,EREGL,P,40.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.0,58.79,0.0,8.29
656,EDAWJ.V,EREGLP2908240044.00AKM00000.1NA ,EREGL,P,44.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.01,58.79,0.1,8.29
657,EDAWK.V,EREGLP2908240047.00AKM00000.1NA ,EREGL,P,47.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.0,58.79,0.0,8.29
658,EDAWL.V,EREGLP2908240050.00AKM00000.1NA ,EREGL,P,50.0,2024-08-29,0.1,F_EREGL0824,AKM,2024-07-26,0.0,58.79,0.0,8.29
659,EDAWM.V,EREGLP3009240042.00AKM00000.1NA ,EREGL,P,42.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.0,61.08,0.0,8.61
660,EDAWN.V,EREGLP3009240048.00AKM00000.1NA ,EREGL,P,48.0,2024-09-30,0.1,F_EREGL0924,AKM,2024-07-26,0.13,61.08,1.3,8.61
