Unnamed: 0,SOZLESME_KODU,UZUNKOD,Underlying,Type,Strike,Expiry,Conversion,Future,MM,TARIH,varant_kapanis_fiyati,vadeli_kapanis_fiyati,varant_teminat,viop_teminat
3346,SOIRC.V,SAHOLP3107240070.00IYM00000.1NA ,SAHOL,P,70.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.0,105.98,0.0,15.9
3347,SOIRD.V,SAHOLP1609240110.00IYM00000.1NA ,SAHOL,P,110.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3348,SOIRE.V,SAHOLP1609240100.00IYM00000.1NA ,SAHOL,P,100.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.6,113.16,6.0,16.97
3349,SOIRF.V,SAHOLP1609240090.00IYM00000.1NA ,SAHOL,P,90.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.28,113.16,2.8,16.97
3350,SOIRG.V,SAHOLP1609240080.00IYM00000.1NA ,SAHOL,P,80.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3351,SOIRH.V,SAHOLP1609240070.00IYM00000.1NA ,SAHOL,P,70.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3352,SOIRI.V,SAHOLP3009240120.00IYM00000.1NA ,SAHOL,P,120.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,1.73,113.16,17.3,16.97
3353,SOIRJ.V,SAHOLP3009240110.00IYM00000.1NA ,SAHOL,P,110.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3354,SOIRK.V,SAHOLP3009240100.00IYM00000.1NA ,SAHOL,P,100.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.66,113.16,6.6,16.97
3355,SOIRL.V,SAHOLP3009240090.00IYM00000.1NA ,SAHOL,P,90.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.38,113.16,3.8,16.97
3356,SOIRM.V,SAHOLP3009240080.00IYM00000.1NA ,SAHOL,P,80.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3357,TCSAY.V,TCELLC3107240099.60GSI00000.1NA ,TCELL,C,99.6,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.0,106.8,0.0,15.06
3358,TCSAZ.V,TCELLC3107240102.00GSI00000.1NA ,TCELL,C,102.0,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.39,106.8,3.9,15.06
3359,TCSBA.V,TCELLC3107240110.00GSI00000.1NA ,TCELL,C,110.0,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.04,106.8,0.4,15.06
3360,TCSBB.V,TCELLC3107240114.00GSI00000.1NA ,TCELL,C,114.0,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.01,106.8,0.1,15.06
3361,TCSBC.V,TCELLC3107240119.00GSI00000.1NA ,TCELL,C,119.0,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.01,106.8,0.1,15.06
3362,TCSBD.V,TCELLC3107240084.80GSI00000.1NA ,TCELL,C,84.8,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.0,106.8,0.0,15.06
3363,TCSBE.V,TCELLC3107240089.00GSI00000.1NA ,TCELL,C,89.0,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.0,106.8,0.0,15.06
3364,TCSBF.V,TCELLC2908240121.00GSI00000.1NA ,TCELL,C,121.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.23,111.21,2.3,15.68
3365,TCSBG.V,TCELLC2908240124.00GSI00000.1NA ,TCELL,C,124.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.18,111.21,1.8,15.68
3366,TCSBH.V,TCELLC2908240134.00GSI00000.1NA ,TCELL,C,134.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.11,111.21,1.1,15.68
3367,TCSBI.V,TCELLC2908240139.00GSI00000.1NA ,TCELL,C,139.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.0,111.21,0.0,15.68
3368,TCSBJ.V,TCELLC2908240145.00GSI00000.1NA ,TCELL,C,145.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.0,111.21,0.0,15.68
3369,TCSBK.V,TCELLC2908240103.00GSI00000.1NA ,TCELL,C,103.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.87,111.21,8.7,15.68
3370,TCSBL.V,TCELLC2908240108.00GSI00000.1NA ,TCELL,C,108.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.0,111.21,0.0,15.68
3371,TCSBM.V,TCELLC3009240131.00GSI0000.06NA ,TCELL,C,131.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.0,116.59,0.0,16.44
3372,TCSBN.V,TCELLC3009240133.00GSI0000.06NA ,TCELL,C,133.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.18,116.59,3.0,16.44
3373,TCSBO.V,TCELLC3009240144.00GSI0000.06NA ,TCELL,C,144.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.0,116.59,0.0,16.44
3374,TCSBP.V,TCELLC3009240150.00GSI0000.06NA ,TCELL,C,150.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.0,116.59,0.0,16.44
3375,TCSBQ.V,TCELLC3009240156.00GSI0000.06NA ,TCELL,C,156.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.0,116.59,0.0,16.44
3376,TCSBR.V,TCELLC3009240111.00GSI0000.06NA ,TCELL,C,111.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.56,116.59,9.33,16.44
3377,TCSBS.V,TCELLC3009240117.00GSI0000.06NA ,TCELL,C,117.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.46,116.59,7.67,16.44
3378,TCSPN.V,TCELLP3107240076.30GSI00000.1NA ,TCELL,P,76.3,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.0,106.8,0.0,15.06
3379,TCSPO.V,TCELLP3107240084.80GSI00000.1NA ,TCELL,P,84.8,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.0,106.8,0.0,15.06
3380,TCSPP.V,TCELLP3107240082.60GSI00000.1NA ,TCELL,P,82.6,2024-07-31,0.1,F_TCELL0724,GSI,2024-07-26,0.01,106.8,0.1,15.06
3381,TCSPQ.V,TCELLP2908240093.00GSI00000.1NA ,TCELL,P,93.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.0,111.21,0.0,15.68
3382,TCSPR.V,TCELLP2908240103.00GSI00000.1NA ,TCELL,P,103.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.0,111.21,0.0,15.68
3383,TCSPS.V,TCELLP2908240101.00GSI00000.1NA ,TCELL,P,101.0,2024-08-29,0.1,F_TCELL0824,GSI,2024-07-26,0.0,111.21,0.0,15.68
3384,TCSPT.V,TCELLP3009240100.00GSI0000.06NA ,TCELL,P,100.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.22,116.59,3.67,16.44
3385,TCSPU.V,TCELLP3009240111.00GSI0000.06NA ,TCELL,P,111.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.0,116.59,0.0,16.44
3386,TCSPV.V,TCELLP3009240108.00GSI0000.06NA ,TCELL,P,108.0,2024-09-30,0.06,F_TCELL0924,GSI,2024-07-26,0.0,116.59,0.0,16.44
3387,TK1AM.V,THYAOC3107240500.00IYF0000.03NA ,THYAO,C,500.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.04,302.47,1.33,43.86
3388,TK1AN.V,THYAOC3107240440.00IYF0000.03NA ,THYAO,C,440.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.0,302.47,0.0,43.86
3389,TK1AO.V,THYAOC3107240400.00IYF0000.03NA ,THYAO,C,400.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.01,302.47,0.33,43.86
3390,TK1AP.V,THYAOC3107240350.00IYF0000.03NA ,THYAO,C,350.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.02,302.47,0.67,43.86
3391,TK1AQ.V,THYAOC3107240320.00IYF0000.03NA ,THYAO,C,320.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.04,302.47,1.33,43.86
3392,TK1AR.V,THYAOC2908240490.00IYF0000.02NA ,THYAO,C,490.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.0,314.04,0.0,45.54
3393,TK1AS.V,THYAOC2908240430.00IYF0000.02NA ,THYAO,C,430.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.0,314.04,0.0,45.54
3394,TK1AT.V,THYAOC2908240390.00IYF0000.02NA ,THYAO,C,390.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.05,314.04,2.5,45.54
3395,TK1AU.V,THYAOC2908240340.00IYF0000.02NA ,THYAO,C,340.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.16,314.04,8.0,45.54
3396,TK1AV.V,THYAOC2908240300.00IYF0000.02NA ,THYAO,C,300.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.45,314.04,22.5,45.54
3397,TK1AW.V,THYAOC3009240470.00IYF0000.02NA ,THYAO,C,470.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.05,327.46,2.5,47.48
3398,TK1AX.V,THYAOC3009240410.00IYF0000.02NA ,THYAO,C,410.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.0,327.46,0.0,47.48
3399,TK1AY.V,THYAOC3009240370.00IYF0000.02NA ,THYAO,C,370.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.28,327.46,14.0,47.48
3400,TK1AZ.V,THYAOC3009240330.00IYF0000.02NA ,THYAO,C,330.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.51,327.46,25.5,47.48
3401,TK1BA.V,THYAOC3009240300.00IYF0000.02NA ,THYAO,C,300.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.75,327.46,37.5,47.48
3402,TK1PM.V,THYAOP3107240400.00IYF0000.03NA ,THYAO,P,400.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.0,302.47,0.0,43.86
3403,TK1PN.V,THYAOP3107240370.00IYF0000.03NA ,THYAO,P,370.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.0,302.47,0.0,43.86
3404,TK1PO.V,THYAOP3107240320.00IYF0000.03NA ,THYAO,P,320.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.0,302.47,0.0,43.86
3405,TK1PP.V,THYAOP3107240290.00IYF0000.03NA ,THYAO,P,290.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.0,302.47,0.0,43.86
3406,TK1PQ.V,THYAOP3107240260.00IYF0000.03NA ,THYAO,P,260.0,2024-07-31,0.03,F_THYAO0724,IYF,2024-07-26,0.0,302.47,0.0,43.86
3407,TK1PR.V,THYAOP2908240330.00IYF0000.02NA ,THYAO,P,330.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.63,314.04,31.5,45.54
3408,TK1PS.V,THYAOP2908240290.00IYF0000.02NA ,THYAO,P,290.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.24,314.04,12.0,45.54
3409,TK1PT.V,THYAOP2908240260.00IYF0000.02NA ,THYAO,P,260.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.0,314.04,0.0,45.54
3410,TK1PU.V,THYAOP2908240230.00IYF0000.02NA ,THYAO,P,230.0,2024-08-29,0.02,F_THYAO0824,IYF,2024-07-26,0.0,314.04,0.0,45.54
3411,TK1PV.V,THYAOP3009240320.00IYF0000.02NA ,THYAO,P,320.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.0,327.46,0.0,47.48
3412,TK1PW.V,THYAOP3009240280.00IYF0000.02NA ,THYAO,P,280.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.0,327.46,0.0,47.48
3413,TK1PX.V,THYAOP3009240250.00IYF0000.02NA ,THYAO,P,250.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.0,327.46,0.0,47.48
3414,TK1PY.V,THYAOP3009240220.00IYF0000.02NA ,THYAO,P,220.0,2024-09-30,0.02,F_THYAO0924,IYF,2024-07-26,0.0,327.46,0.0,47.48
3415,TKAHA.V,THYAOC3107240440.00AKM0000.02NA ,THYAO,C,440.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.01,302.47,0.5,43.86
3416,TKAHB.V,THYAOC3107240410.00AKM0000.02NA ,THYAO,C,410.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.0,302.47,0.0,43.86
3417,TKAHC.V,THYAOC3107240380.00AKM0000.02NA ,THYAO,C,380.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.0,302.47,0.0,43.86
3418,TKAHD.V,THYAOC3107240350.00AKM0000.02NA ,THYAO,C,350.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.0,302.47,0.0,43.86
3419,TKAHE.V,THYAOC3107240320.00AKM0000.02NA ,THYAO,C,320.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.01,302.47,0.5,43.86
3420,TKAHF.V,THYAOC2908240420.00AKM0000.02NA ,THYAO,C,420.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.04,314.04,2.0,45.54
3421,TKAHG.V,THYAOC2908240380.00AKM0000.02NA ,THYAO,C,380.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.05,314.04,2.5,45.54
3422,TKAHH.V,THYAOC2908240350.00AKM0000.02NA ,THYAO,C,350.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.08,314.04,4.0,45.54
3423,TKAHI.V,THYAOC2908240325.00AKM0000.02NA ,THYAO,C,325.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.19,314.04,9.5,45.54
3424,TKAHJ.V,THYAOC2908240300.00AKM0000.02NA ,THYAO,C,300.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.4,314.04,20.0,45.54
3425,TKAHK.V,THYAOC3009240450.00AKM0000.02NA ,THYAO,C,450.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.05,327.46,2.5,47.48
3426,TKAHL.V,THYAOC3009240400.00AKM0000.02NA ,THYAO,C,400.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.09,327.46,4.5,47.48
3427,TKAHM.V,THYAOC3009240360.00AKM0000.02NA ,THYAO,C,360.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.2,327.46,10.0,47.48
3428,TKAHN.V,THYAOC3009240330.00AKM0000.02NA ,THYAO,C,330.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.38,327.46,19.0,47.48
3429,TKAHO.V,THYAOC3009240310.00AKM0000.02NA ,THYAO,C,310.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.58,327.46,29.0,47.48
3430,TKAWA.V,THYAOP3107240210.00AKM0000.02NA ,THYAO,P,210.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.01,302.47,0.5,43.86
3431,TKAWB.V,THYAOP3107240240.00AKM0000.02NA ,THYAO,P,240.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.01,302.47,0.5,43.86
3432,TKAWC.V,THYAOP3107240270.00AKM0000.02NA ,THYAO,P,270.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.05,302.47,2.5,43.86
3433,TKAWD.V,THYAOP3107240310.00AKM0000.02NA ,THYAO,P,310.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.0,302.47,0.0,43.86
3434,TKAWE.V,THYAOP3107240340.00AKM0000.02NA ,THYAO,P,340.0,2024-07-31,0.02,F_THYAO0724,AKM,2024-07-26,0.0,302.47,0.0,43.86
3435,TKAWF.V,THYAOP2908240230.00AKM0000.02NA ,THYAO,P,230.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.0,314.04,0.0,45.54
3436,TKAWG.V,THYAOP2908240260.00AKM0000.02NA ,THYAO,P,260.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.0,314.04,0.0,45.54
3437,TKAWH.V,THYAOP2908240280.00AKM0000.02NA ,THYAO,P,280.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.0,314.04,0.0,45.54
3438,TKAWI.V,THYAOP2908240300.00AKM0000.02NA ,THYAO,P,300.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.0,314.04,0.0,45.54
3439,TKAWJ.V,THYAOP2908240320.00AKM0000.02NA ,THYAO,P,320.0,2024-08-29,0.02,F_THYAO0824,AKM,2024-07-26,0.41,314.04,20.5,45.54
3440,TKAWK.V,THYAOP3009240240.00AKM0000.02NA ,THYAO,P,240.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.0,327.46,0.0,47.48
3441,TKAWL.V,THYAOP3009240280.00AKM0000.02NA ,THYAO,P,280.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.0,327.46,0.0,47.48
3442,TKAWM.V,THYAOP3009240300.00AKM0000.02NA ,THYAO,P,300.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.0,327.46,0.0,47.48
3443,TKAWN.V,THYAOP3009240310.00AKM0000.02NA ,THYAO,P,310.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.36,327.46,18.0,47.48
3444,TKAWO.V,THYAOP3009240320.00AKM0000.02NA ,THYAO,P,320.0,2024-09-30,0.02,F_THYAO0924,AKM,2024-07-26,0.0,327.46,0.0,47.48
3445,TKBCR.V,THYAOC3107240300.00BNP0000.03NA ,THYAO,C,300.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.11,302.47,3.67,43.86
3446,TKBCS.V,THYAOC3107240330.00BNP0000.03NA ,THYAO,C,330.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3447,TKBCT.V,THYAOC3107240340.00BNP0000.03NA ,THYAO,C,340.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3448,TKBCU.V,THYAOC3107240350.00BNP0000.03NA ,THYAO,C,350.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3449,TKBCV.V,THYAOC3107240370.00BNP0000.03NA ,THYAO,C,370.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3450,TKBCW.V,THYAOC3107240390.00BNP0000.03NA ,THYAO,C,390.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3451,TKBCX.V,THYAOC3107240400.00BNP0000.03NA ,THYAO,C,400.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3452,TKBCY.V,THYAOC3107240430.00BNP0000.03NA ,THYAO,C,430.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3453,TKBCZ.V,THYAOC3107240450.00BNP0000.03NA ,THYAO,C,450.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3454,TKBDA.V,THYAOC3107240500.00BNP0000.03NA ,THYAO,C,500.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3455,TKBDB.V,THYAOC2908240300.00BNP0000.03NA ,THYAO,C,300.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.49,314.04,16.33,45.54
3456,TKBDC.V,THYAOC2908240330.00BNP0000.03NA ,THYAO,C,330.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.23,314.04,7.67,45.54
3457,TKBDD.V,THYAOC2908240340.00BNP0000.03NA ,THYAO,C,340.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.15,314.04,5.0,45.54
3458,TKBDE.V,THYAOC2908240350.00BNP0000.03NA ,THYAO,C,350.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.12,314.04,4.0,45.54
3459,TKBDF.V,THYAOC2908240370.00BNP0000.03NA ,THYAO,C,370.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3460,TKBDG.V,THYAOC2908240390.00BNP0000.03NA ,THYAO,C,390.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.03,314.04,1.0,45.54
3461,TKBDH.V,THYAOC2908240400.00BNP0000.03NA ,THYAO,C,400.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3462,TKBDI.V,THYAOC2908240430.00BNP0000.03NA ,THYAO,C,430.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3463,TKBDJ.V,THYAOC2908240450.00BNP0000.03NA ,THYAO,C,450.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3464,TKBDK.V,THYAOC2908240500.00BNP0000.03NA ,THYAO,C,500.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3465,TKBDL.V,THYAOC3009240260.00BNP0000.03NA ,THYAO,C,260.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3466,TKBDM.V,THYAOC3009240300.00BNP0000.03NA ,THYAO,C,300.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3467,TKBDN.V,THYAOC3009240310.00BNP0000.03NA ,THYAO,C,310.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3468,TKBDO.V,THYAOC3009240340.00BNP0000.03NA ,THYAO,C,340.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3469,TKBDP.V,THYAOC3009240360.00BNP0000.03NA ,THYAO,C,360.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3470,TKBDQ.V,THYAOC3009240370.00BNP0000.03NA ,THYAO,C,370.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3471,TKBDR.V,THYAOC3009240400.00BNP0000.03NA ,THYAO,C,400.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3472,TKBDS.V,THYAOC3009240430.00BNP0000.03NA ,THYAO,C,430.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3473,TKBDT.V,THYAOC3009240450.00BNP0000.03NA ,THYAO,C,450.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3474,TKBDU.V,THYAOC3009240530.00BNP0000.03NA ,THYAO,C,530.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3475,TKBPA.V,THYAOP3107240300.00BNP0000.03NA ,THYAO,P,300.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3476,TKBPB.V,THYAOP3107240250.00BNP0000.03NA ,THYAO,P,250.0,2024-07-31,0.03,F_THYAO0724,BNP,2024-07-26,0.0,302.47,0.0,43.86
3477,TKBPC.V,THYAOP2908240300.00BNP0000.03NA ,THYAO,P,300.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3478,TKBPD.V,THYAOP2908240250.00BNP0000.03NA ,THYAO,P,250.0,2024-08-29,0.03,F_THYAO0824,BNP,2024-07-26,0.0,314.04,0.0,45.54
3479,TKBPE.V,THYAOP3009240310.00BNP0000.03NA ,THYAO,P,310.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3480,TKBPF.V,THYAOP3009240250.00BNP0000.03NA ,THYAO,P,250.0,2024-09-30,0.03,F_THYAO0924,BNP,2024-07-26,0.0,327.46,0.0,47.48
3481,TKSFX.V,THYAOC3107240361.00GSI0000.02NA ,THYAO,C,361.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.0,302.47,0.0,43.86
3482,TKSFY.V,THYAOC3107240368.00GSI0000.02NA ,THYAO,C,368.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.0,302.47,0.0,43.86
3483,TKSFZ.V,THYAOC3107240399.00GSI0000.02NA ,THYAO,C,399.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.0,302.47,0.0,43.86
3484,TKSGA.V,THYAOC3107240414.00GSI0000.02NA ,THYAO,C,414.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.0,302.47,0.0,43.86
3485,TKSGB.V,THYAOC3107240430.00GSI0000.02NA ,THYAO,C,430.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.01,302.47,0.5,43.86
3486,TKSGC.V,THYAOC3107240445.00GSI0000.02NA ,THYAO,C,445.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.02,302.47,1.0,43.86
3487,TKSGD.V,THYAOC3107240307.00GSI0000.02NA ,THYAO,C,307.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.0,302.47,0.0,43.86
3488,TKSGE.V,THYAOC3107240322.00GSI0000.02NA ,THYAO,C,322.0,2024-07-31,0.02,F_THYAO0724,GSI,2024-07-26,0.0,302.47,0.0,43.86
3489,TKSGF.V,THYAOC2908240371.00GSI0000.02NA ,THYAO,C,371.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3490,TKSGG.V,THYAOC2908240379.00GSI0000.02NA ,THYAO,C,379.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3491,TKSGH.V,THYAOC2908240411.00GSI0000.02NA ,THYAO,C,411.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3492,TKSGI.V,THYAOC2908240427.00GSI0000.02NA ,THYAO,C,427.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3493,TKSGJ.V,THYAOC2908240442.00GSI0000.02NA ,THYAO,C,442.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3494,TKSGK.V,THYAOC2908240458.00GSI0000.02NA ,THYAO,C,458.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3495,TKSGL.V,THYAOC2908240316.00GSI0000.02NA ,THYAO,C,316.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.3,314.04,15.0,45.54
3496,TKSGM.V,THYAOC2908240332.00GSI0000.02NA ,THYAO,C,332.0,2024-08-29,0.02,F_THYAO0824,GSI,2024-07-26,0.0,314.04,0.0,45.54
3497,TKSGN.V,THYAOC3009240361.00GSI0000.02NA ,THYAO,C,361.0,2024-09-30,0.02,F_THYAO0924,GSI,2024-07-26,0.0,327.46,0.0,47.48
