ISLEM KODU,BULTEN ADI,DAYANAK VARLIK,SOZLESME KODU,VADE TARIHI,SOZLESME TIPI,ENSTRUMAN GRUBU
LRIBT.V,ALARKC1511240100.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIBU.V,ALARKC1511240110.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIBV.V,ALARKC1511240120.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIBW.V,ALARKC1511240140.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIBX.V,ALARKC1511240170.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIBY.V,ALARKC2911240090.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIBZ.V,ALARKC2911240100.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRICA.V,ALARKC2911240110.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRICB.V,ALARKC2911240130.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRICC.V,ALARKC2911240160.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,ECW
LRIQE.V,ALARKP3009240120.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQF.V,ALARKP3009240110.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQG.V,ALARKP3009240100.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQH.V,ALARKP3009240090.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQI.V,ALARKP3009240080.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQJ.V,ALARKP1510240110.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQK.V,ALARKP1510240100.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQL.V,ALARKP1510240090.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQM.V,ALARKP1510240080.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQN.V,ALARKP1510240070.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQO.V,ALARKP3110240115.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQP.V,ALARKP3110240105.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQQ.V,ALARKP3110240095.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQR.V,ALARKP3110240085.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQS.V,ALARKP3110240075.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQT.V,ALARKP1511240100.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQU.V,ALARKP1511240095.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQV.V,ALARKP1511240090.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQW.V,ALARKP1511240085.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQX.V,ALARKP1511240080.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQY.V,ALARKP2911240095.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIQZ.V,ALARKP2911240090.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIRA.V,ALARKP2911240085.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIRB.V,ALARKP2911240080.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
LRIRC.V,ALARKP2911240070.00IYM0000.05NA,ALARK,F_ALARK1024,2024-10-31,D_EQ_FPD,EPW
ALARK.AOF,ALARKO HOLDING AOF,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,AOF
ALARK.E,ALARKO HOLDING,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EQT
ALCAR.E,ALARKO CARRIER,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EQT
ALGYO.E,ALARKO GMYO,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EQT
LR1AS.V,ALARKC3009240165.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AT.V,ALARKC3009240145.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AU.V,ALARKC3009240130.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AV.V,ALARKC3009240120.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AW.V,ALARKC3009240100.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AX.V,ALARKC3110240160.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AY.V,ALARKC3110240140.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1AZ.V,ALARKC3110240130.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BA.V,ALARKC3110240115.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BB.V,ALARKC3110240110.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BC.V,ALARKC1510240155.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BD.V,ALARKC1510240145.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BE.V,ALARKC1510240125.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BF.V,ALARKC1510240120.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BG.V,ALARKC2911240145.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BH.V,ALARKC2911240130.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BI.V,ALARKC2911240120.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BJ.V,ALARKC2911240105.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BK.V,ALARKC2911240098.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BL.V,ALARKC1511240140.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BM.V,ALARKC1511240125.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BN.V,ALARKC1511240110.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1BO.V,ALARKC1511240105.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LR1PR.V,ALARKP3009240115.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PS.V,ALARKP3009240100.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PT.V,ALARKP3009240088.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PU.V,ALARKP3009240078.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PV.V,ALARKP3110240105.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PW.V,ALARKP3110240095.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PX.V,ALARKP3110240085.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PY.V,ALARKP3110240075.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1PZ.V,ALARKP1510240100.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QA.V,ALARKP1510240090.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QB.V,ALARKP1510240080.00IYF0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QC.V,ALARKP2911240100.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QD.V,ALARKP2911240090.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QE.V,ALARKP2911240080.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QF.V,ALARKP2911240070.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QG.V,ALARKP1511240094.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QH.V,ALARKP1511240084.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LR1QI.V,ALARKP1511240075.00IYF00000.1NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRABJ.V,ALARKC3009240175.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABK.V,ALARKC3009240155.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABL.V,ALARKC3009240135.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABM.V,ALARKC3009240120.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABN.V,ALARKC3009240110.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABO.V,ALARKC3110240155.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABP.V,ALARKC3110240140.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABQ.V,ALARKC3110240130.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABR.V,ALARKC3110240115.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABS.V,ALARKC3110240105.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABT.V,ALARKC2911240140.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABU.V,ALARKC2911240125.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABV.V,ALARKC2911240115.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABW.V,ALARKC2911240105.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRABX.V,ALARKC2911240095.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRAQJ.V,ALARKP3009240080.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQK.V,ALARKP3009240095.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQL.V,ALARKP3009240100.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQM.V,ALARKP3009240105.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQN.V,ALARKP3009240110.00AKM0000.04NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQO.V,ALARKP3110240070.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQP.V,ALARKP3110240085.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQQ.V,ALARKP3110240095.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQR.V,ALARKP3110240100.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQS.V,ALARKP3110240105.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQT.V,ALARKP2911240075.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQU.V,ALARKP2911240090.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRAQV.V,ALARKP2911240095.00AKM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRBAA.V,ALARKC3009240120.00BNP0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRBAB.V,ALARKC3009240130.00BNP0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRBAC.V,ALARKC3110240100.00BNP0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRBAD.V,ALARKC3110240120.00BNP0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBE.V,ALARKC3009240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBF.V,ALARKC3009240120.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBG.V,ALARKC3009240130.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBH.V,ALARKC3009240150.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBI.V,ALARKC3009240180.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBJ.V,ALARKC1510240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBK.V,ALARKC1510240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBL.V,ALARKC1510240120.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBM.V,ALARKC1510240150.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBN.V,ALARKC1510240180.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBO.V,ALARKC3110240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBP.V,ALARKC3110240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBQ.V,ALARKC3110240120.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBR.V,ALARKC3110240140.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBS.V,ALARKC3110240180.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBT.V,ALARKC1511240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBU.V,ALARKC1511240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBV.V,ALARKC1511240120.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBW.V,ALARKC1511240140.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBX.V,ALARKC1511240170.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBY.V,ALARKC2911240090.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIBZ.V,ALARKC2911240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRICA.V,ALARKC2911240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRICB.V,ALARKC2911240130.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRICC.V,ALARKC2911240160.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,ECW
LRIQE.V,ALARKP3009240120.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQF.V,ALARKP3009240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQG.V,ALARKP3009240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQH.V,ALARKP3009240090.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQI.V,ALARKP3009240080.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQJ.V,ALARKP1510240110.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQK.V,ALARKP1510240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQL.V,ALARKP1510240090.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQM.V,ALARKP1510240080.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQN.V,ALARKP1510240070.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQO.V,ALARKP3110240115.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQP.V,ALARKP3110240105.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQQ.V,ALARKP3110240095.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQR.V,ALARKP3110240085.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQS.V,ALARKP3110240075.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQT.V,ALARKP1511240100.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQU.V,ALARKP1511240095.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQV.V,ALARKP1511240090.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQW.V,ALARKP1511240085.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQX.V,ALARKP1511240080.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQY.V,ALARKP2911240095.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIQZ.V,ALARKP2911240090.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIRA.V,ALARKP2911240085.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIRB.V,ALARKP2911240080.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
LRIRC.V,ALARKP2911240070.00IYM0000.05NA,ALARK,F_ALARK1124,2024-11-29,D_EQ_FPD,EPW
ASELS.AOF,ASELSAN AOF,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,AOF
ASELS.E,ASELSAN,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EQT
AEICN.V,ASELSC3009240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICO.V,ASELSC3009240075.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICP.V,ASELSC3009240080.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICQ.V,ASELSC3009240095.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICR.V,ASELSC3009240110.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICS.V,ASELSC1510240063.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICT.V,ASELSC1510240070.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICU.V,ASELSC1510240076.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICV.V,ASELSC1510240089.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICW.V,ASELSC1510240108.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICX.V,ASELSC3110240060.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICY.V,ASELSC3110240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEICZ.V,ASELSC3110240070.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDA.V,ASELSC3110240080.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDB.V,ASELSC3110240100.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDC.V,ASELSC1511240059.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDD.V,ASELSC1511240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDE.V,ASELSC1511240070.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDF.V,ASELSC1511240085.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDG.V,ASELSC1511240100.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDH.V,ASELSC2911240060.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDI.V,ASELSC2911240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDJ.V,ASELSC2911240070.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDK.V,ASELSC2911240080.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIDL.V,ASELSC2911240095.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AEIRN.V,ASELSP3009240073.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRO.V,ASELSP3009240066.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRP.V,ASELSP3009240059.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRQ.V,ASELSP3009240053.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRR.V,ASELSP3009240048.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRS.V,ASELSP1510240070.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRT.V,ASELSP1510240063.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRU.V,ASELSP1510240057.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRV.V,ASELSP1510240051.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRW.V,ASELSP1510240046.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRX.V,ASELSP3110240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRY.V,ASELSP3110240060.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEIRZ.V,ASELSP3110240055.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISA.V,ASELSP3110240050.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISB.V,ASELSP3110240045.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISC.V,ASELSP1511240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISD.V,ASELSP1511240060.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISE.V,ASELSP1511240055.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISF.V,ASELSP1511240050.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISG.V,ASELSP1511240045.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISH.V,ASELSP2911240065.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISI.V,ASELSP2911240060.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISJ.V,ASELSP2911240055.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISK.V,ASELSP2911240050.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AEISL.V,ASELSP2911240045.00IYM00000.2NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,EPW
AS1AW.V,ASELSC3009240090.00IYF00000.1NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AS1AX.V,ASELSC3009240080.00IYF00000.1NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AS1AY.V,ASELSC3009240072.00IYF00000.1NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
AS1AZ.V,ASELSC3009240064.00IYF00000.1NA,ASELS,F_ASELS0924,2024-09-30,D_EQ_FPD,ECW
